Super Formula Light @ Imola - Variante Alta
InputTorque60Hz,InputTorque500Hz
22.232,20.956
22.232,21.1818
22.232,21.3643
22.232,21.5125
22.232,21.6618
22.232,21.8259
22.232,22.0348
22.232,22.2359
24.2967,22.2367
24.2967,22.4549
24.2967,22.766
24.2967,23.0862
24.2967,23.4213
24.2967,23.7368
24.2967,24.0574
24.2967,24.3023
24.2967,24.3048
24.3085,24.204
24.3085,24.2205
24.3085,24.2438
24.3085,24.2608
24.3085,24.278
24.3085,24.3014
24.3085,24.3128
24.3085,24.3084
22.4457,23.3329
22.4457,23.0916
22.4457,23.0039
22.4457,22.969
22.4457,22.9054
22.4457,22.7875
22.4457,22.6194
22.4457,22.4401
20.5923,21.5525
20.5923,21.2745
20.5923,21.1256
20.5923,21.0385
20.5923,20.9574
20.5923,20.8546
20.5923,20.7189
20.5923,20.5848
19.5421,20.0659
19.5421,19.829
19.5421,19.6615
19.5421,19.5534
19.5421,19.5025
19.5421,19.4945
19.5421,19.5133
19.5421,19.5428
19.5421,19.543
19.4771,19.601
19.4771,19.5295
19.4771,19.4112
19.4771,19.3087
19.4771,19.2802
19.4771,19.325
19.4771,19.4043
19.4771,19.4793
19.7293,19.8732
19.7293,19.8381
19.7293,19.6961
19.7293,19.5515
19.7293,19.4976
19.7293,19.5365
19.7293,19.6343
19.7293,19.7317
19.7293,19.7324
20.3718,20.2647
20.3718,20.2836
20.3718,20.1836
20.3718,20.0609
20.3718,20.0328
20.3718,20.1039
20.3718,20.2351
21.2282,20.907
21.2282,21.0454
21.2282,21.0927
21.2282,21.1069
21.2282,21.1375
21.2282,21.1719
21.2282,21.2045
21.2282,21.2289
21.2282,21.229
21.8639,21.8329
21.8639,21.9798
21.8639,22.0326
21.8639,22.0453
21.8639,22.052
21.8639,22.0184
21.8639,21.9445
21.8639,21.8575
22.421,22.1355
22.421,22.1436
22.421,22.1109
22.421,22.0946
22.421,22.1432
22.421,22.2328
22.421,22.348
22.421,22.423
22.421,22.4237
23.15,22.6945
23.15,22.7261
23.15,22.7243
23.15,22.7377
23.15,22.8113
23.15,22.9176
23.15,23.0409
23.15,23.1529
24.0494,23.4191
24.0494,23.5843
24.0494,23.7447
24.0494,23.9018
24.0494,24.0134
24.0494,24.07
24.0494,24.0749
24.0494,24.0481
24.1753,23.8539
24.1753,23.825
24.1753,23.8545
24.1753,23.9226
24.1753,24.0094
24.1753,24.0887
24.1753,24.1464
24.1753,24.1762
24.1753,24.1764
24.8671,24.1726
24.8671,24.1525
24.8671,24.1544
24.8671,24.1991
24.8671,24.3125
24.8671,24.4733
24.8671,24.6813
24.8671,24.8703
26.1572,24.8541
26.1572,24.9438
26.1572,25.0685
26.1572,25.2215
26.1572,25.4296
26.1572,25.6541
26.1572,25.9208
26.1572,26.1618
26.1572,26.1654
26.5226,26.3372
26.5226,26.4286
26.5226,26.4657
26.5226,26.4643
26.5226,26.4552
26.5226,26.4639
26.5226,26.4893
26.5226,26.5233
25.8498,26.0193
25.8498,25.921
25.8498,25.8999
25.8498,25.9019
25.8498,25.8906
25.8498,25.8742
25.8498,25.859
25.8498,25.8495
25.3726,25.5256
25.3726,25.4434
25.3726,25.4126
25.3726,25.4068
25.3726,25.4109
25.3726,25.407
25.3726,25.3922
25.3726,25.3718
24.8633,25.0908
24.8633,24.9829
24.8633,24.914
24.8633,24.8728
24.8633,24.8601
24.8633,24.8628
24.8633,24.8659
24.8633,24.8632
24.8633,24.8632
24.5096,24.7991
24.5096,24.6933
24.5096,24.5753
24.5096,24.4817
24.5096,24.4403
24.5096,24.4515
24.5096,24.4826
24.5096,24.5112
24.0881,24.5493
